"KycDocumentController,GET,/api/kyc/officer/{officerId},Get documents by officer,None,ApiResponseDto<List<KycDocumentResponseDto>>,Authenticated,officerId (path)"
"KycDocumentController,GET,/api/kyc/{documentId},Get document by ID,None,ApiResponseDto<KycDocumentResponseDto>,Authenticated,documentId (path)"
"KycDocumentController,PUT,/api/kyc/{documentId}/risk-score,Update document risk score,None,ApiResponseDto<KycDocumentResponseDto>,Authenticated,"documentId (path), riskScore (query)"
"KycDocumentController,DELETE,/api/kyc/{documentId},Delete document,None,ApiResponseDto<Void>,Authenticated,documentId (path)"
"KycDocumentController,GET,/api/kyc/reports/date-range,Get documents by date range,None,ApiResponseDto<List<KycDocumentResponseDto>>,Authenticated,"startDate (query), endDate (query)"
"TransactionController,POST,/api/transactions/transfer,Transfer funds,TransferRequest,TransactionResponse,Authenticated,userId (query)"
"TransactionController,POST,/api/transactions/deposit,Deposit funds,DepositRequest,TransactionResponse,Authenticated,userId (query)"
"TransactionController,POST,/api/transactions/withdraw,Withdraw funds,WithdrawalRequest,TransactionResponse,Authenticated,userId (query)"
"TransactionController,GET,/api/transactions/account/{accountNumber},Get transaction history,None,List<TransactionResponse>,Authenticated,accountNumber (path)"
"TransactionController,GET,/api/transactions/{transactionId},Get transaction by ID,None,TransactionResponse,Authenticated,transactionId (path)"
